Dembeni|15848|-12.846601|45.182445
Le Pecq|15792|48.892587|2.102303
Noisiel|15750|48.847293|2.623401
Saint-Julien-en-Genevois|15739|46.138877|6.081754
Montrevault-sur-Èvre|15732|47.247975|-1.020829
Domont|15685|49.028712|2.327914
Vendôme|15680|46.160474|3.353901
Mennecy|15669|48.560075|2.435966
Le Bourget|15660|48.937781|2.428852
Beaucaire|15659|43.777956|4.590115
Le Vésinet|15619|48.894697|2.131228
Orsay|15554|48.694549|2.190814
Lucé|15525|48.433587|1.455751
Fos-sur-Mer|15512|43.451226|4.933732
Tarascon|15508|43.786481|4.676173
Montivilliers|15500|49.542858|0.18827
Sin-le-Noble|15442|50.368977|3.118691
Sainte-Luce-sur-Loire|15417|47.253977|-1.475773
Wattignies|15372|50.586825|3.040422
Issoire|15297|45.543407|3.243035
Blanquefort|15276|44.922498|-0.61896
Gaillac|15245|43.910024|1.890514
Saint-Just-Saint-Rambert|15239|45.494348|4.251132
Guipavas|15196|48.428236|-4.403555
Saint-Avold|15171|49.127888|6.708784
Senlis|15128|49.207336|2.587679
Longwy|15117|49.521585|5.768938
Carrières-sur-Seine|15115|48.913974|2.181597
Saint-Brice-sous-Forêt|15102|49.001707|2.351006
Pontivy|15092|48.065625|-2.975174
Rive-de-Gier|15086|45.522199|4.61666
La Flèche|15078|47.69813|-0.065341
Saint-Avertin|15075|47.354107|0.733919
Wittenheim|15065|47.814198|7.321897
Trélazé|15056|47.448588|-0.486386
Bois-d'Arcy|15028|48.8031|2.024144
Bailleul|15026|50.732574|2.739978
Bouc-Bel-Air|14984|43.442883|5.410713
Coulommiers|14953|48.813852|3.091044
Vesoul|14866|47.628692|6.157979
Sainte-Marie|14843|-20.931942|55.540099
Fameck|14829|49.299164|6.103328
Francheville|14821|45.739734|4.755341
Montesson|14811|48.923821|2.137169
Saint-Omer|14782|50.763422|2.275524
Mahina|14764|-17.558|-149.476
Le Raincy|14753|48.895953|2.519715
Sainte-Maxime|14750|43.320127|6.631419
Montargis|14738|47.998323|2.735439
